artists,genres
felix cartal,"['canadian electronic', 'electro house', 'pop dance', 'pop edm']"
mansionair,"['aussietronica', 'indietronica']"
slow magic,"['chillwave', 'gauze pop', 'vapor twitch']"
tyla,[]
armnhmr,"['melodic dubstep', 'pop edm']"
keshi,['chill r&b']
silience,['deep tropical house']
dj sliink,"['bmore', 'electronic trap', 'jersey club', 'vogue']"
nu aspect,['bassline']
mime,[]
manila killa,"['future bass', 'pop edm', 'vapor twitch']"
olivver the kid,['la pop']
james carter,"['pop dance', 'uk dance']"
elderbrook,['uk dance']
saint,[]
arctic lake,['vapor pop']
shallou,"['electropop', 'indie electropop', 'vapor soul']"
friendzone,[]
bailey baum,[]
sondr,"['bergen indie', 'norske viser']"
hugel,['deep house']
just a gent,"['aussietronica', 'electro house', 'electronic trap', 'future bass', 'vapor twitch']"
kill script,[]
arksun,['deep progressive trance']
yahel,['psychedelic trance']
sophon,[]
gxd,[]
jozels,['estonian electronic']
ocata,[]
dnknn,[]
cya,"['cornetas y tambores', 'pasodobles']"
hamzeh,"['arab electronic', 'progressive trance']"
adam taylor,[]
allertz,[]
le roy,[]
monocule,['dutch edm']
synth system,[]
crash comet,[]
ayah marar,['jordanian pop']
operator unknown,[]
solomon france,[]
salute,['ukg revival']
motiv,[]
synergy,[]
natus,"['classic venezuelan pop', 'tropical']"
jon tho,[]
the source & candi staton,['classic house']
rank 1,"['dutch trance', 'progressive house', 'trance', 'uplifting trance']"
nightwhisper,[]
key lean,['russian trance']
paragonx9,[]
sleepthief,"['new age', 'slc indie']"
tatana,[]
steve jetric,[]
thomas bergersen,['epicore']
alivvve,"['chillstep', 'substep']"
thrillogy,[]
whipped cream,"['canadian electronic', 'electra']"
nora van elken,['tropical house']
piri,['rally house']
adventure club,"['brostep', 'canadian electronic', 'complextro', 'edm', 'electro house', 'filthstep', 'pop dance']"
tsha,['uk house']
nã¸ll,[]
clara la san,[]
ayokay,"['electropop', 'indie electropop', 'indie pop rap', 'indie poptimism']"
naeleck,"['electro', 'hypertechno']"
dj fluke,[]
rawdolff,[]
technotronic,"['eurodance', 'hip house', 'new beat', 'synthpop']"
ace of base,"['eurodance', 'europop', 'new wave pop']"
dj jean,"['bouncy house', 'dutch trance']"
stardust,[]
double you,['eurodance']
masterboy,['eurodance']
mr. president,"['eurodance', 'europop', 'german techno']"
los del rio,"['musica chihuahuense', 'norteno', 'norteno-sax']"
naja,[]
salt-n-pepa,"['girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'queens hip hop']"
dr. alban,"['eurodance', 'europop', 'hip house']"
oceans ahead,[]
vanilla ice,['miami hip hop']
whigfield,"['diva house', 'eurodance', 'europop']"
casey derhak,[]
the bucketheads,"['classic house', 'disco house', 'vocal house']"
t-spoon,"['bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock-and-roll', 'soft rock']"
will smith,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']"
c & c music factory,"['diva house', 'eurodance', 'freestyle', 'hip house']"
conki,[]
the mamas,"['classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']"
metr,['rap']
inner circle,"['reggae', 'reggae fusion']"
dimatik,"['melbourne bounce', 'melbourne bounce international']"
fred falke,"['filter house', 'nu disco']"
cappella,"['diva house', 'eurodance', 'hip house']"
captain hollywood project,"['diva house', 'eurodance', 'german techno', 'hip house']"
m-i-n-o-s,['sleep']
tia kofi,['strut']
dune,[]
black caviar,['pop dance']
jharley,[]
*nsync,"['boy band', 'dance pop', 'pop']"
nerve,['clap and tap']
ice mc,['eurodance']
real mccoy,"['diva house', 'eurodance', 'german techno', 'hip house']"
flint & figure,[]
styke,['dutch dnb']
dossa,"['jump up', 'liquid funk']"
caitc,[]
s.p.y,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock', 'soft rock']"
wateva,['estonian electronic']
genetics,[]
rezilient,[]
fishy,['viet chill rap']
pe:te,"['classic soul', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'urban contemporary']"
navos,[]
variants,[]
cutworx,['russian dnb']
knght,[]
hayve,[]
codeko,"['gaming edm', 'melodic dubstep', 'pop edm']"
erlandsson,['swedish tropical house']
ricky retro,[]
stace cadet,['australian house']
tungevaag,"['big room', 'nordic house']"
frank walker,[]
wh0,"['tech house', 'uk dance']"
jack wins,"['deep groove house', 'house', 'pop edm']"
kaivon,"['future bass', 'melodic dubstep']"
sam feldt,"['edm', 'pop dance', 'tropical house']"
mãwe,"['ccm', 'christian alternative rock', 'christian music']"
duvall,"['cubaton', 'reparto']"
american authors,"['modern rock', 'pop rock']"
floyd wonder,['bossbeat']
thosebricks,[]
john de sohn,"['pop dance', 'swedish tropical house']"
solardo,"['house', 'tech house', 'uk dance']"
river,[]
lp giobbi,['house']
raze,[]
madden,['irish flute']
sheppard,"['australian indie', 'australian pop', 'folk-pop']"
cash cash,['jersey club']
hook n sling,"['australian dance', 'progressive electro house']"
r plus,[]
vantage,['future funk']
klaas,['german dance']
justin jesso,['singer-songwriter pop']
third party,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']"
matoma,"['pop dance', 'tropical house']"
pnau,[]
clmd,['norwegian pop']
steve james,[]
alexandra stan,['romanian pop']
disco killerz,['sky room']
solli,['italian classical piano']
justin caruso,['pop edm']
gamper & dadoni,"['german dance', 'pop dance', 'tropical house']"
metrush,['future house']
notd,[]
tim mcmorris,[]
slpstrm,[]
kettel,"['abstract', 'deep idm', 'drill and bass', 'intelligent dance music']"
sam hulick,['video game music']
carbon based lifeforms,"['ambient trance', 'downtempo', 'psychill']"
cristian sandquist,[]
astropilot,"['ambient psychill', 'psychill', 'space ambient']"
star hopper,['sleep']
michael mccann,"['canadian soundtrack', 'epicore', 'video game music']"
germind,"['ambient psychill', 'psychill', 'space ambient']"
wojciech golczewski,"['epicore', 'horror synth']"
infinitescore,['epicore']
natty lou,[]
amaryllis,"['greek pop', 'laiko']"
dylan purser,[]
septabeat,[]
document one,"['drum and bass', 'filthstep', 'jump up']"
sethh,[]
dream evil,"['melodic metal', 'power metal', 'speed metal', 'swedish heavy metal', 'swedish power metal', 'symphonic metal']"
hammerfall,"['gothenburg metal', 'metal', 'power metal', 'speed metal', 'swedish power metal', 'symphonic metal']"
drs,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']"
amon amarth,"['groove metal', 'melodic death metal', 'metal', 'power metal', 'speed metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'tolkien metal', 'viking metal']"
judas priest,"['album rock', 'alternative metal', 'birmingham metal', 'glam metal', 'hard rock', 'metal', 'rock']"
turisas,"['folk metal', 'nordic folk metal', 'power metal', 'slavic folk metal', 'symphonic metal', 'viking metal']"
journey,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
the proclaimers,"['celtic rock', 'scottish rock']"
the j. geils band,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
tommy tutone,[]
the romantics,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'soft rock']"
38 special,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
reo speedwagon,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
john mellencamp,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
pat benatar,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']"
the go-go's,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']"
culture club,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
kiss,[]
survivor,"['album rock', 'glam metal', 'hard rock', 'soft rock']"
eagles,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
eddie money,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'mellow gold', 'soft rock', 'southern rock']"
def leppard,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']"
eagle-eye cherry,['pop rock']
mc hammer,"['hip hop', 'hip house', 'miami bass']"
bee gees,"['disco', 'mellow gold', 'soft rock']"
bryan adams,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
tom petty,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
bon jovi,"['glam metal', 'rock']"
skid row,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
duran duran,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
men at work,"['album rock', 'australian rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']"
mr. mister,"['album rock', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
america,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock']"
yes,[]
steve perry,"['album rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
the goo goo dolls,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']"
duncan sheik,['pop rock']
sheryl crow,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
semisonic,"['pop rock', 'post-grunge']"
incubus,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']"
prince,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
kool & the gang,"['disco', 'funk', 'motown', 'soft rock', 'soul']"
lionel richie,['soft rock']
joan jett & the blackhearts,"['glam punk', 'rock']"
the knack,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new wave', 'new wave pop', 'power pop', 'soft rock']"
tracy chapman,"['folk', 'lilith', 'singer-songwriter', ""women's music""]"
boston,"['florida drill', 'memphis hip hop']"
night ranger,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'soft rock']"
digital underground,"['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']"
the time,"['funk', 'funk rock', 'minneapolis sound', 'new jack swing', 'p funk', 'quiet storm', 'synth funk']"
breakfast club,[]
breathe,"['electropowerpop', 'neon pop punk', 'trancecore']"
dragonforce,"['british power metal', 'fantasy metal', 'metal', 'power metal', 'speed metal']"
paper skies,"['canadian electronic', 'melodic dubstep']"
laxcity,"['future bass', 'vapor twitch']"
sharks,"['anthem emo', 'canadian pop punk', 'canadian punk', 'easycore', 'pop punk']"
sleepy hallow,"['brooklyn drill', 'nyc rap']"
1nonly,['aesthetic rap']
central cee,"['melodic drill', 'r&drill']"
knucks,['melodic drill']
tettix,['indie game soundtrack']
andrew prahlow,['video game music']
jose pavli,[]
grafix,"['drum and bass', 'uk dnb']"
"ðð²ñðº ð´ð¾ð¶ð´ñ, ññð¾ð±ñ ð·ð°ñð½ñññ",['Unknown']
waldo's people,['Unknown']
reset,['deep minimal techno']
e-type,"['eurodance', 'swedish eurodance']"
richi m.,['rap romantico']
infinity,[]
la cream,"['bubblegum dance', 'eurodance']"
magic affair,['eurodance']
maxx,[]
u96,"['bubble trance', 'eurodance', 'german techno', 'hamburg electronic', 'rave']"
kosmonova,"['belgian dance', 'bubble trance']"
general base,"['bubble trance', 'eurodance', 'hip house']"
dj quicksilver,"['bubble trance', 'dream trance', 'eurodance']"
daze,"['boston indie', 'pov: indie', 'queercore', 'riot grrrl']"
da buzz,"['bubblegum dance', 'eurodance', 'europop']"
destiny's child,[]
ms. lauryn hill,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b']"
santana,"['blues rock', 'classic rock', 'mexican classic rock']"
dr. dre,[]
311,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion']"
the cranberries,"['irish rock', 'pop rock', 'rock']"
lou bega,['latin pop']
the verve,"['britpop', 'permanent wave', 'rock', 'shoegaze']"
monica,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']"
ricky martin,"['latin pop', 'mexican pop', 'puerto rican pop']"
red hot chili peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
macy gray,['neo soul']
r.e.m.,['modern folk rock']
lit,[]
eric w. brown,[]
brooke candy,"['escape room', 'lgbtq+ hip hop', 'pink noise', 'trap queen']"
fransis derelle,[]
melchi,[]
hel:slã¸wed,['Unknown']
senkya,['hardwave']
tearz,[]
pbh & jack,['future house']
sdc,[]
supernature,[]
she was silver,['melodic dubstep']
ãhã,[]
regon,[]
zaxx,[]
shapov,"['dutch house', 'electro house', 'progressive electro house', 'russian edm', 'sky room']"
magnavolt,['dark clubbing']
morgin madison,['melodic house']
kill the noise,"['brostep', 'complextro', 'edm', 'electro house', 'fidget house', 'filthstep']"
bonn,[]
aldous,"['ambient folk', 'art pop', 'chamber pop', 'dunedin indie', 'nz folk', 'nz pop', 'nz singer-songwriter']"
corey james,"['progressive electro house', 'sky room']"
maestro chives,[]
é«æ©é¦å¹¸,[]
å¸è¶³å­å¾,[]
james hype,"['deep groove house', 'house', 'pop dance', 'uk dance']"
lewis thompson,['uk dance']
nature sounds,[]
the sleep phasers,"['color noise', 'white noise']"
nature vibes,[]
ambient sounds from i'm in records,['sound']
spa,['musical advocacy']
sleeping music,['pet calming']
rain and chill,['rain']
"sounds of nature : thunderstorm, rain","['environmental', 'sound']"
meditation rain sounds,"['environmental', 'sleep']"
relaxed minds,"['water', 'white noise']"
rain sounds for sleep,"['rain', 'sound']"
earth thunder sounds 2021,[]
chå,['indie pop']
pascal letoublon,[]
arcade player,['sillycore']
geek music,"['scorecore', 'theme']"
domastic,['gaming edm']
motez,"['aussietronica', 'australian house']"
morgxn,['la pop']
lastlings,['vapor soul']
roosevelt,"['indie emo', 'nu disco', 'shiver pop']"
fkj,[]
otr,[]
haux,"['indie anthem-folk', 'indie folk', 'modern indie folk', 'vapor soul']"
paco versailles,[]
stalgia,['indie electropop']
ford.,"['contemporary country', 'country', 'country rap', 'country road', 'redneck']"
great good fine ok,"['hopebeat', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'nyc pop']"
shells,['uk pop']
petit biscuit,['new french touch']
slenderbodies,['vapor soul']
avi snow,[]
roses & revolutions,['bossbeat']
glassio,[]
emotional oranges,['indie r&b']
emmit fenn,"['chill house', 'vapor soul']"
absofacto,['shimmer psych']
matthew chaim,['canadian contemporary r&b']
ewan j phillips,['british singer-songwriter']
london grammar,"['metropopolis', 'nottingham indie']"
rkcb,"['indie electropop', 'indie poptimism', 'vapor soul']"
fj law,[]
attom,[]
frase,"['ethereal wave', 'scottish indie']"
kidswaste,"['indie electropop', 'vapor soul']"
joey pecoraro,['chillhop']
kim tee,[]
young & sick,['vapor pop']
dizzy,['anime rap']
oceanic,[]
ukiyo,['aussietronica']
glass animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
sg lewis,"['electropop', 'indie soul', 'uk dance', 'vapor soul']"
yuna,['malaysian pop']
classixx,"['alternative dance', 'electrofox', 'filter house', 'funktronica', 'indietronica', 'nu disco']"
opia,['vapor soul']
woodes,['australian alternative pop']
more giraffes,[]
elliana,[]
rasmus faber,['japanese jazztronica']
chelsea effect,[]
sam sure,['vapor soul']
dylan fraser,[]
benji lewis,['vapor soul']
dd walker,[]
mxmtoon,"['alt z', 'bedroom pop', 'indie pop', 'pov: indie']"
lanks,['vapor soul']
holly humberstone,"['alt z', 'indie pop', 'modern alternative pop', 'uk pop']"
wilderado,"['indie folk', 'stomp and holler']"
labrinth,"['indie poptimism', 'pop']"
love sick,[]
the hour,[]
calica,[]
black coffee,"['south african house', 'south african pop dance']"
molly burch,['countrygaze']
mvca,"['chill house', 'tropical house']"
haiva ru,[]
dutchkid,[]
academy,"['british orchestra', 'chamber orchestra', 'classical', 'classical performance']"
elffire,[]
basicboy,[]
smile,['uk post-punk revival']
cosmo's midnight,['Unknown']
perfume genius,"['art pop', 'chamber pop', 'indie rock', 'indietronica', 'neo-synthpop', 'seattle indie']"
julietta,['vapor soul']
foreign air,"['charlotte nc indie', 'indie poptimism', 'modern alternative rock']"
teischa,['fremantle indie']
alejandro aranda,[]
avery alexander,[]
ambience mastery,[]
